encoded_mct,mct_bse_ar,mct_nm,mct_brd_num,hpsn_mct_zcd_nm,hpsn_mct_bzn_cd_nm,ta_ym,m12_mal_1020_rat,m12_mal_30_rat,m12_mal_40_rat,m12_mal_50_rat,m12_mal_60_rat,m12_fme_1020_rat,m12_fme_30_rat,m12_fme_40_rat,m12_fme_50_rat,m12_fme_60_rat,mct_ue_cln_reu_rat,mct_ue_cln_new_rat,rc_m1_shc_rsd_ue_cln_rat,rc_m1_shc_wp_ue_cln_rat,rc_m1_shc_flp_ue_cln_rat,mct_ope_ms_cn,rc_m1_saa,rc_m1_to_ue_ct,rc_m1_ue_cus_cn,rc_m1_av_np_at,apv_ce_rat,dlv_saa_rat,m1_sme_ry_saa_rat,m1_sme_ry_cnt_rat,m12_sme_ry_saa_pce_rt,m12_sme_bzn_saa_pce_rt,new_area_with_public
6F85E6F670,서울특별시 성동구 아차산로 135,에르*******,,식료품,성수,2023,10.1593,10.50449167,4.189791667,2.59565,0.975766667,25.57403333,26.45384167,10.551875,6.537683333,2.457566667,21.145,6.488333333,11.91666667,16.15833333,71.91666667,62.5,5,5,5,62.5,,7.75,474.0416667,709.7333333,1.358333333,3.425,기타_식재료
6F85E6F670,서울특별시 성동구 아차산로 135,에르*******,,식료품,성수,2024,9.198466667,10.74290833,4.0498,2.854058333,1.096441667,23.7182,27.70709167,10.44186667,7.362608333,2.828558333,21.4225,7.013333333,14.73333333,16.26666667,69.00833333,62.5,6.041666667,6.041666667,5,62.5,,9.825,436.1833333,562.95,1.291666667,4.775,기타_식재료
6F8840FB72,서울특별시 성동구 금호산길 66-1,본죽*******,한식-죽1,한식-죽,신금호,2023,3.709083333,9.682041667,11.59135833,11.12878333,7.947975,4.715916667,12.30129167,14.70864167,14.12121667,10.077025,28.96583333,6.225833333,69.275,6.216666667,24.525,37.5,39.58333333,34.16666667,29.16666667,62.5,,59.55,94.575,183.625,19.23333333,23.21666667,한식음식점
6F8840FB72,서울특별시 성동구 금호산길 66-1,본죽*******,한식-죽1,한식-죽,신금호,2024,4.142975,8.480275,11.927275,11.92801667,10.30039167,4.707025,9.661391667,13.58105833,13.57198333,11.70794167,28.43666667,5.65,69.28333333,5.608333333,25.1,37.5,60.41666667,35.83333333,35.83333333,62.5,1,55.425,70.08333333,145.825,24.575,27.46666667,한식음식점
6F97F23CDB,서울  성동구  성수1가1동,한*,,양식,성수,2023,0.93872,3.35029,7.74452,12.86064,52.63714,0.31128,0.96971,2.31548,3.63936,15.27286,19.996,5.666,80.01,2.5,17.49,5,82.5,82.5,82.5,35.5,,,3.55,3.95,75.56,59.97,양식음식점
6F97F23CDB,서울  성동구  성수1가1동,한*,,양식,성수,2024,7.572825,2.743341667,5.102416667,19.45046667,50.84401667,1.285508333,0.439991667,1.055916667,2.774533333,8.69765,34.92666667,7.396666667,91.66666667,2.083333333,6.25,5,86.66666667,82.5,82.5,36.66666667,,,3.925,3.691666667,73.54166667,58.24166667,양식음식점
6F9C8F530D,서울특별시 성동구 무학로6길 50,돌매*,,한식-육류/고기,왕십리,2024,15.58073333,16.350025,8.625291667,10.38461667,3.059541667,14.04426667,14.73330833,6.391375,8.00705,2.840458333,9.360833333,28.75333333,30.25833333,15.25,54.5,89.79166667,55.83333333,62.08333333,56.25,30.83333333,1,5.05,71.70833333,64.24166667,42.41666667,46.48333333,한식음식점
6FA8198679,서울 성동구 성덕정길 120.,죠스***************,,아이스크림/빙수,성수,2023,13.49874167,9.029733333,16.718425,7.768658333,5.188991667,12.367925,8.286933333,15.31490833,7.098008333,4.752675,55.31583333,6.154166667,0.308333333,1.766666667,97.925,62.5,60.41666667,18.75,29.16666667,82.5,,,87.175,136.825,41.91666667,0,제과점
6FA8198679,서울 성동구 성덕정길 120.,죠스***************,,아이스크림/빙수,성수,2024,11.54331667,8.949141667,18.17334167,9.544141667,4.6395,10.29001667,7.984191667,16.20999167,8.514191667,4.1355,57.0025,4.9975,0.208333333,1.808333333,97.98333333,56.25,56.25,13.33333333,25.83333333,84.58333333,,,127.425,186.4416667,20.78333333,0,제과점
6FABF4670F,서울특별시 성동구 무학봉길 67,대명****,,한식-육류/고기,왕십리,2024,0,4.4162,8.8946,22.2054,26.6838,0,2.6838,5.4054,13.4946,16.2162,0,100,78.6,7.1,14.3,95,62.5,82.5,62.5,17.5,1,,28.6,20.4,81.8,0,한식음식점
6FB12F3636,서울특별시 성동구 무학봉15다길 4,째깐********,,커피전문점,왕십리,2023,12.50096667,12.15871111,6.701377778,2.759566667,1.027,23.29903333,22.84128889,11.95417778,4.995988889,1.773,28.33111111,29.96111111,66.65555556,1.011111111,32.33333333,90.83333333,82.5,62.5,62.5,80.27777778,,75.73333333,12.88888889,33.34444444,78.64444444,72.18888889,커피-음료
6FB12F3636,서울특별시 성동구 무학봉15다길 4,째깐********,,커피전문점,왕십리,2024,15.81239167,14.48656667,8.607116667,5.585491667,1.335875,18.69594167,17.1801,10.37621667,6.372841667,1.589125,27.67166667,5.398333333,61.875,0.941666667,37.18333333,80.83333333,82.5,70.83333333,69.16666667,80.83333333,1,85.86666667,13.45833333,12.65,75.275,64.84166667,커피-음료
6FBB888389,서울특별시 성동구 용답19길 5,대성**,,청과물,답십리,2023,7.790008333,5.297283333,3.873141667,9.8093,12.051975,12.28499167,8.344383333,6.101858333,15.45736667,18.98135833,47.40583333,6.41,70.16666667,4.441666667,25.39166667,62.5,40,19.16666667,27.5,62.5,,,118.7416667,253.1666667,14.19166667,20.525,기타_식재료
6FBB888389,서울특별시 성동구 용답19길 5,대성**,,청과물,답십리,2024,6.537333333,5.852441667,3.993108333,8.896425,12.31529167,10.88766667,9.730891667,6.640225,14.728575,20.426375,45.78833333,5.260833333,70.81666667,3.725,25.45833333,39.58333333,45.41666667,25,35,67.5,1,,100.7,204.0333333,13.975,18.95833333,기타_식재료
6FC1133E9A,서울 성동구 성수일로10길 26.,예바*,,한식-단품요리일반,성수,2023,17.062425,19.53033333,11.546325,8.388583333,2.881008333,11.662575,13.328,7.878675,5.71975,1.960658333,43.4675,5.156666667,14.60833333,44.23333333,41.175,24.16666667,32.5,19.16666667,19.16666667,62.5,,,158.2083333,289.2833333,9.775,14.25,한식음식점
6FC1133E9A,서울 성동구 성수일로10길 26.,예바*,,한식-단품요리일반,성수,2024,14.66668333,21.49821667,13.0594,9.389508333,3.289466667,9.058316667,13.21845,8.023933333,5.760491667,2.0272,38.4525,5.6725,14.33333333,45.5,40.18333333,17.5,37.5,19.16666667,22.5,62.5,,,130.6416667,256.225,14.725,18.40833333,한식음식점
6FCAE1B526,서울특별시 성동구 왕십리로4길 26-7,아카*****,,와인바,뚝섬,2023,22.61276667,13.84680833,3.512208333,1.739216667,0.912933333,30.32056667,18.74485833,4.729458333,2.360783333,1.237066667,2.045833333,15.41416667,9.4,5.916666667,84.725,86.66666667,27.5,62.5,60.41666667,5,1,,189.8833333,46.48333333,19.45833333,24.8,호프-간이주점
6FCAE1B526,서울특별시 성동구 왕십리로4길 26-7,아카*****,,와인바,뚝섬,2024,19.19140833,15.61880833,3.667516667,2.938433333,0.8048,26.316925,21.339525,5.007483333,4.0199,1.103533333,4.023333333,7.471666667,6.766666667,8.466666667,84.75,72.5,27.5,62.5,62.5,9.166666667,1,,166.9916667,45.49166667,9.641666667,14.35833333,호프-간이주점
6FD404C819,서울특별시 성동구 둘레1길 12,가내*******,,한식-육류/고기,뚝섬,2023,10.21744167,26.98565833,15.0659,8.449966667,4.724516667,5.415891667,14.247675,7.9591,4.4417,2.508816667,19.89416667,7.8925,34.49166667,13.31666667,52.2,62.5,54.16666667,74.16666667,67.5,9.166666667,1,,65.45833333,24.83333333,27.89166667,0,한식음식점
6FD404C819,서울특별시 성동구 둘레1길 12,가내*******,,한식-육류/고기,뚝섬,2024,7.332333333,31.23435833,15.85866667,8.531091667,7.110366667,3.176,13.35730833,6.749666667,3.627241667,3.022966667,19.29083333,6.256666667,29.95,24.76666667,45.29166667,62.5,58.33333333,80.83333333,74.16666667,7.083333333,1,,55.6,20.39166667,28.25,0,한식음식점
6FD5401343,서울특별시 성동구 아차산로7길 18,노을***,,한식-육류/고기,성수,2023,18.0145,22.88395,10.10491667,8.072983333,4.543125,10.26883333,13.09938333,5.78675,4.627016667,2.590208333,16.36333333,8.458333333,22.975,23.93333333,53.09166667,82.5,11.25,37.5,37.5,17.5,,,302.4833333,176.1833333,4.866666667,7.916666667,한식음식점
6FD5401343,서울특별시 성동구 아차산로7길 18,노을***,,한식-육류/고기,성수,2024,16.26633333,23.23236667,10.73983333,8.9539,4.218925,9.383666667,13.42596667,6.210166667,5.162766667,2.422741667,21.08666667,6.066666667,20.75,27.5,51.74166667,65.83333333,19.79166667,43.75,39.58333333,17.5,1,,219.625,131.925,5.558333333,8.775,한식음식점
6FD96578E7,서울 성동구 마조로19길 23,덴마******,유제품1,유제품,왕십리,2023,0,0,100,0,0,0,0,0,0,0,0,100,100,0,0,17.5,82.5,82.5,82.5,5,,,1.5,0.1,43.4,0,기타_식재료
6FD96578E7,서울 성동구 마조로19길 23,덴마******,유제품1,유제품,왕십리,2024,0,0,100,0,0,0,0,0,0,0,100,0,100,0,0,17.5,82.5,82.5,82.5,5,,,1.5,0.1,37.6,0,기타_식재료
6FDA7613EC,서울특별시 성동구 성덕정길 145,영동**,,백반/가정식,성수,2023,6.418983333,9.780133333,6.028383333,39.61859167,13.7314,2.53935,4.244866667,1.813283333,11.873075,3.951933333,31.915,8.896666667,25.35833333,21.29166667,53.35833333,37.5,86.66666667,77.5,82.5,68.75,,,4.416666667,16.54166667,77.31666667,0,한식음식점
6FDA7613EC,서울특별시 성동구 성덕정길 145,영동**,,백반/가정식,성수,2024,6.586558333,3.086033333,12.90753333,30.66799167,26.12415,1.905108333,0.655633333,3.759133333,6.707008333,7.62585,32.005,5.016666667,16.46666667,13,70.53333333,37.5,85.625,80.83333333,82.5,50.41666667,1,,4.416666667,8.675,74.95833333,0,한식음식점
6FDC82A57D,서울특별시 성동구 왕십리로10길 10-1,우불**,,한식-단품요리일반,뚝섬,2023,18.934975,20.71083333,8.736533333,9.164525,2.618158333,12.55669167,13.71416667,5.788466667,6.068808333,1.731841667,16.005,5.0325,18.15,17.825,64.03333333,82.5,43.75,52.08333333,47.91666667,37.91666667,1,2.975,97.625,73.60833333,24.2,29.64166667,한식음식점
6FDC82A57D,서울특별시 성동구 왕십리로10길 10-1,우불**,,한식-단품요리일반,뚝섬,2024,13.16001429,21.67637143,10.01348571,7.409114286,1.968457143,11.01141429,18.3522,8.529371429,6.205171429,1.645828571,9.242857143,15.71,15.81666667,18.91666667,65.28333333,68.21428571,50,40,40,61.78571429,1,0,204.0571429,274.8428571,15.74285714,20.38571429,한식음식점
6FDDB51C40,서울 성동구 왕십리로24길 12.,진선***,,백반/가정식,왕십리,2023,2.926908333,8.435483333,9.626616667,22.77295,24.59963333,1.373091667,3.856183333,4.44005,10.59371667,11.39203333,40.3,6.0275,40.40833333,24.525,35.05,5,62.5,39.58333333,56.25,62.5,,,54.15833333,182,28.44166667,36.46666667,한식음식점
6FDDB51C40,서울 성동구 왕십리로24길 12.,진선***,,백반/가정식,왕십리,2024,3.036233333,9.016841667,8.543175,20.81795,28.42148333,1.313766667,3.874825,3.681825,8.990383333,12.29518333,36.06,6.795,34.05833333,24.875,41.075,5,60.41666667,41.66666667,58.33333333,62.5,,,52.68333333,156.4666667,29.8,37.875,한식음식점
6FE0E66A8A,서울특별시 성동구 왕십리로 309,이디*,커피전문점6,커피전문점,왕십리,2023,15.54373333,12.05960833,5.779841667,6.171216667,3.827908333,20.33126667,15.73205833,7.536825,8.053783333,4.980425,20.31416667,6.7625,31.9,8.225,59.89166667,37.5,37.5,5,5,82.5,,0.091666667,167.2416667,205.775,8.883333333,22.69166667,커피-음료
6FE0E66A8A,서울특별시 성동구 왕십리로 309,이디*,커피전문점6,커피전문점,왕십리,2024,14.70219167,13.92340833,6.288283333,6.784716667,5.847308333,16.239475,15.35159167,6.94505,7.48195,6.427691667,20.38083333,7.475,32.41666667,9.108333333,58.48333333,37.5,37.5,6.041666667,6.041666667,82.5,,0,159.775,184.9166667,9.991666667,24.24166667,커피-음료
6FEFF6CAA0,서울특별시 성동구 왕십리로31나길 21,프레********,,피자,왕십리,2023,13.84384167,14.62205,10.618375,12.05063333,9.114233333,9.172825,9.50295,7.114958333,7.874366667,6.085766667,23.16,6.828333333,52.44166667,7.975,39.64166667,82.5,69.16666667,62.5,62.5,41.66666667,1,83.975,71.825,66.9,33.275,0,양식음식점
6FEFF6CAA0,서울특별시 성동구 왕십리로31나길 21,프레********,,피자,왕십리,2024,12.611475,16.36883333,9.416158333,14.30905833,9.565683333,7.488525,9.831166667,5.692175,8.815941667,5.884316667,27.77166667,4.973333333,66.725,4.608333333,28.68333333,65.83333333,79.16666667,74.16666667,74.16666667,50,,90.025,37.30833333,42.51666667,40.08333333,0,양식음식점
7.16E+16,서울특별시 성동구 금호로 40,가*,,한식-육류/고기,금남시장,2023,2.595625,16.35458333,24.82893333,9.248583333,1.493991667,2.137708333,13.62875,20.7544,7.693083333,1.272675,14.81166667,16.23416667,63.65,2.191666667,34.16666667,87.70833333,37.5,62.5,62.5,11.25,1,2.2,103.1583333,42.7,26.56666667,0,한식음식점
7.16E+16,서울특별시 성동구 금호로 40,가*,,한식-육류/고기,금남시장,2024,3.216275,18.08589167,24.47125,9.431816667,6.147066667,1.983725,11.39744167,15.51208333,5.951516667,3.8196,17.57666667,6.855833333,65.85833333,2.433333333,31.71666667,74.16666667,41.66666667,65.83333333,64.16666667,10.20833333,,3.908333333,89.08333333,35.69166667,19.225,0,한식음식점
7.83E+09,서울특별시 성동구 독서당로 301-1,청주*****,,도너츠,금남시장,2023,2.558966667,7.630491667,12.5696,11.67824167,8.6997,3.391033333,10.06950833,16.59706667,15.37175833,11.44196667,23.985,7.175,60.85833333,4.575,34.575,67.5,62.5,27.5,22.5,82.5,,,30.7,41.88333333,60.475,30.44166667,제과점
7.83E+09,서울특별시 성동구 독서당로 301-1,청주*****,,도너츠,금남시장,2024,2.752516667,7.984975,12.86615833,11.70214167,8.452258333,3.547483333,10.265025,16.542175,15.039525,10.84774167,20.88,7.216666667,58.93333333,3.566666667,37.49166667,62.5,62.5,24.16666667,20.83333333,82.5,,,34.69166667,46.19166667,50.625,30.96666667,제과점
7001FF8251,서울특별시 성동구 뚝섬로9길 13-1,팬톤****,,양식,성수,2023,16.55018571,18.04778571,4.546342857,1.592642857,0.1772,26.34981429,23.85221429,5.139371429,3.235928571,0.508514286,14.13571429,48.30285714,12.48571429,7.942857143,79.6,95,75.71428571,65.35714286,65.35714286,54.64285714,1,,16.81428571,36.57142857,76.6,61.05714286,양식음식점
7001FF8251,서울특별시 성동구 뚝섬로9길 13-1,팬톤****,,양식,성수,2024,16.42115,10.056225,1.808891667,1.682925,0.547283333,37.37885,22.893775,4.116108333,3.842075,1.252716667,10.16916667,9.659166667,10.425,8.641666667,80.91666667,82.5,63.75,62.08333333,60.41666667,45.83333333,1,,28.50833333,49.63333333,50.05833333,40.81666667,양식음식점
701E62EE56,서울특별시 성동구 마조로7길 14,맵당**********,,한식-단품요리일반,한양대,2023,28.29513333,8.983333333,3.688033333,4.453858333,1.142333333,32.45486667,10.31666667,4.228633333,5.121141667,1.307666667,11.265,7.758333333,27.975,6.033333333,65.98333333,82.5,24.16666667,37.5,27.5,37.5,,18.25833333,178.5666667,225.675,9.55,27.45833333,한식음식점
701E62EE56,서울특별시 성동구 마조로7길 14,맵당**********,,한식-단품요리일반,한양대,2024,25.866275,9.227816667,3.82995,4.855108333,1.312408333,31.50039167,11.23885,4.661716667,5.911558333,1.595925,13.57583333,6.271666667,29.54166667,5.741666667,64.7,64.16666667,32.5,37.5,35.83333333,37.5,,16.575,150.6833333,179.4666667,10.26666667,26.39166667,한식음식점
7036B6AC6E,서울특별시 성동구 성덕정13길 4,산약***,,한식-육류/고기,성수,2023,6.143391667,22.93589167,14.6089,9.31145,6.203391667,4.214941667,15.705775,10.15776667,6.446883333,4.304941667,8.27,8.213333333,20.83333333,9.566666667,69.61666667,47.91666667,36.25,64.16666667,62.5,7.083333333,1,,115.4333333,43.875,15.19166667,19.2,한식음식점
7036B6AC6E,서울특별시 성동구 성덕정13길 4,산약***,,한식-육류/고기,성수,2024,6.190216667,23.01423333,13.84359167,9.58685,7.122091667,4.168116667,15.4441,9.381408333,6.43815,4.794575,7.390833333,7.538333333,15.03333333,8.891666667,76.05833333,37.5,34.58333333,64.16666667,64.16666667,7.083333333,1,,134.0166667,50.24166667,13.31666667,17.575,한식음식점
7042BE8B0B,서울특별시 성동구 마장로35길 70,다복**,,축산물,마장동,2023,0,50,50,0,0,0,0,0,0,0,0,50,0,0,100,62.5,82.5,82.5,82.5,37.5,,,1.8,1.1,68.9,65.8,기타_식재료
7069AC584A,서울특별시 성동구 금호로 127,카이**,,카페,신금호,2023,1.3402,14.63525,10.94955,2.773725,2.5762,2.8098,30.46475,22.92545,5.901275,5.6238,35.4925,53.6575,69.8,4.2,25.975,95,67.5,32.5,37.5,82.5,,0.466666667,60.55,61.9,71.35,71.625,커피-음료
7069AC584A,서울특별시 성동구 금호로 127,카이**,,카페,신금호,2024,0.727016667,14.58811667,13.02630833,3.472716667,2.4831,1.372983333,27.92855,24.982025,6.66895,4.7669,46.83333333,7.8025,61.09166667,4.133333333,34.775,85.625,62.5,37.5,37.5,82.5,1,1.516666667,56.16666667,54.95,39.34166667,44.58333333,커피-음료
708697C149,서울 성동구 고산자로 323.,통통***,,한식-단품요리일반,마장동,2023,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,62.5,17.5,82.5,82.5,5,1,,287,1.2,50.8,42.3,한식음식점
70B13460CE,서울특별시 성동구 마조로3가길 30,오*,,이자카야,한양대,2023,34.77136667,23.04761667,4.319091667,2.685233333,1.221175,17.8703,11.84405,2.222575,1.381433333,0.628825,3.524166667,8.9125,16.49166667,8,75.5,62.5,29.16666667,50,39.58333333,17.5,,,177.7166667,75.675,11.94166667,32.95,호프-간이주점
70B13460CE,서울특별시 성동구 마조로3가길 30,오*,,이자카야,한양대,2024,30.62621667,20.91890833,5.902858333,3.636,0.782575,18.88211667,12.889425,3.638808333,2.239,0.484091667,5.255,6.675833333,18.1,5.4,76.50833333,58.33333333,40,60.41666667,58.33333333,17.5,1,,120.925,58.16666667,13.34166667,31.63333333,호프-간이주점
70B94E4108,서울특별시 성동구 왕십리로 410,브레********,베이커리5,베이커리,왕십리,2023,4.770833333,8.720333333,7.693758333,5.852566667,4.407308333,10.39583333,19.013,16.764575,12.75576667,9.609358333,47.42083333,11.3525,53.825,8.133333333,38.075,87.70833333,6.041666667,5,5,82.5,,0.1,250.2583333,420.0166667,15.30833333,0,제과점
70B94E4108,서울특별시 성동구 왕십리로 410,브레********,베이커리5,베이커리,왕십리,2024,4.650866667,8.606075,7.498033333,6.024841667,4.9315,10.03246667,18.543925,16.14363333,12.966825,10.58516667,48.0575,5.100833333,57.43333333,6.841666667,35.71666667,74.16666667,12.29166667,5,5,82.5,,0,222.3,375.1083333,6.758333333,0,제과점
70C1CDADC9,서울특별시 성동구 상원6길 14,아프*****,,한식-해물/생선,뚝섬,2024,0,41.6724,13.8908,13.8908,20.8362,0,4.5276,1.5092,1.5092,2.2638,6.25,100,23.1,53.8,23.1,95,62.5,62.5,62.5,37.5,,,20.7,27.7,83.6,65.5,한식음식점
70DB9DA8AB,서울특별시 성동구 마장로 137,가마***,치킨4,치킨,왕십리,2023,9.94225,17.47328333,13.34463333,7.254966667,2.893216667,9.641083333,16.82671667,12.80536667,7.028366667,2.77345,18.72666667,34.67666667,30.75,6.033333333,63.2,95,45.83333333,37.5,34.16666667,62.5,,68.53333333,142.0666667,257.85,49.7,0,치킨전문점
70DB9DA8AB,서울특별시 성동구 마장로 137,가마***,치킨4,치킨,왕십리,2024,10.92170833,16.01185833,10.71076667,7.56315,2.617,11.936625,17.471475,11.66423333,8.26185,2.858,23.00166667,5.799166667,30.375,3.7,65.93333333,82.5,62.5,52.08333333,45.83333333,60.41666667,1,73.09166667,85.425,151.7083333,25.5,0,치킨전문점
70F032FFD5,서울 성동구 뚝섬로3길 11-5.,로드*************,,커피전문점,방배역,2023,9.827391667,8.364216667,3.568783333,3.220783333,0.783958333,28.28094167,23.99411667,10.29788333,9.420883333,2.232708333,20.86,12.25666667,2.208333333,3.216666667,94.575,86.66666667,82.5,64.16666667,65.83333333,82.5,1,76.95833333,10.09166667,9.283333333,74.13333333,67.85833333,커피-음료
70F032FFD5,서울 성동구 뚝섬로3길 11-5.,로드*************,,커피전문점,방배역,2024,7.443958333,7.463833333,3.220791667,2.225425,0.840933333,26.89770833,27.96116667,12.11254167,8.557908333,3.2924,25.84083333,4.235,0.558333333,0,99.44166667,72.5,84.58333333,72.5,77.5,82.5,1,63.05,8.35,8.741666667,70.56666667,65.475,커피-음료
7102ACD438,서울 성동구 매봉길 2.,인덕***,,양식,옥수,2023,12.18770833,24.036275,7.301516667,4.197075,3.136175,12.020625,23.063725,7.048483333,3.919591667,3.072158333,1.978333333,5.9575,20.15,1.391666667,78.46666667,37.5,60,82.5,82.5,5,,,35.33333333,8.2,39.03333333,25.59166667,양식음식점
7102ACD438,서울 성동구 매봉길 2.,인덕***,,양식,옥수,2024,5.495741667,34.309525,11.0007,5.617858333,2.662691667,3.845925,23.690475,7.615966667,3.898808333,1.853975,5.35,11.03666667,32.63333333,2.225,65.15,37.5,35,74.16666667,74.16666667,5,1,,83.91666667,17.98333333,37.225,25.41666667,양식음식점
712C4A96BB,서울특별시 성동구 한림말3길 21-1,만수**********,,백반/가정식,옥수,2023,5.335375,9.823991667,12.012975,17.21029167,9.903458333,4.481291667,8.292675,10.187025,14.46470833,8.279875,20.77666667,7.4625,45.875,3.3,50.83333333,62.5,57.91666667,70.83333333,69.16666667,11.25,1,,64.35833333,27.075,24.475,28.75,한식음식점
712C4A96BB,서울특별시 성동구 한림말3길 21-1,만수**********,,백반/가정식,옥수,2024,3.570983333,10.7957,12.84648333,24.512525,11.13758333,2.16235,6.395966667,7.570183333,14.437475,6.579083333,19.4725,6.166666667,48.58333333,4.575,46.84166667,54.16666667,60,80.83333333,77.5,10.20833333,,,48.925,20.53333333,28.84166667,33.06666667,한식음식점
713EF07634,서울 성동구 독서당로60길 5.,처갓*****,치킨30,치킨,옥수,2023,6.4173,12.08590833,14.96489167,15.54640833,18.98933333,2.974366667,5.697425,6.985108333,7.536925,8.810666667,25.95916667,7.034166667,72.66666667,2.5,24.85,5,62.5,62.5,62.5,37.5,,,61.225,56.45,40.53333333,0,치킨전문점
713EF07634,서울 성동구 독서당로60길 5.,처갓*****,치킨30,치킨,옥수,2024,4.0158,11.21704167,13.70331667,16.75878333,19.84641667,2.167533333,5.907958333,7.230016667,8.982883333,10.17025,29.36083333,6.579166667,66.125,1.608333333,32.28333333,5,67.5,62.5,62.5,37.5,,,64.95833333,51.475,38.76666667,0,치킨전문점
7149E85111,서울특별시 성동구 왕십리로4길 19,맛닭*,치킨18,치킨,뚝섬,2023,18.121225,19.88561667,13.025125,10.88246667,5.113325,8.912108333,9.772716667,6.408208333,5.350866667,2.520008333,12.62583333,7.425,27.24166667,19.90833333,52.85,62.5,37.5,39.58333333,37.5,37.5,1,22.44166667,256.1166667,181.125,5.633333333,19.725,치킨전문점
7149E85111,서울특별시 성동구 왕십리로4길 19,맛닭*,치킨18,치킨,뚝섬,2024,16.01205,20.02826667,13.271225,11.74070833,4.358575,8.479616667,10.5884,7.020441667,6.209291667,2.308091667,13.44083333,7.613333333,27.23333333,19.34166667,53.425,62.5,35.83333333,39.58333333,37.5,37.5,1,17.275,273.425,184.6916667,5.558333333,19.20833333,치킨전문점
7162A93F6B,서울특별시 성동구 살곶이길 200,(오*******,,카페,한양대,2023,30.94791667,3.847483333,3.442083333,5.076691667,1.315566667,38.41875,4.769183333,4.274583333,6.273308333,1.6261,52.19,9.1975,20.55,11.88333333,67.58333333,86.66666667,37.5,12.5,17.91666667,86.04166667,,,196.85,348.0083333,18.06666667,45.94166667,커피-음료
7162A93F6B,서울특별시 성동구 살곶이길 200,(오*******,,카페,한양대,2024,30.26323333,4.570166667,3.999358333,5.916358333,1.409025,35.2451,5.3465,4.683975,6.916975,1.649308333,56.74166667,5.243333333,23.66666667,12.56666667,63.76666667,72.5,45.83333333,12.5,20,85.625,,,148.925,265.2583333,9.083333333,34.85,커피-음료
71725E8FB3,서울특별시 성동구 왕십리광장로 17,커피*************,,커피전문점,왕십리,2024,7.040133333,9.799122222,6.269177778,7.524066667,7.481388889,11.42653333,15.90087778,10.17526667,12.20926667,12.15194444,14.41666667,32.16,35.34444444,7.366666667,57.28888889,92.22222222,20.55555556,5,5,62.5,,,253.6555556,577.4444444,24.86666667,31.74444444,커피-음료
718E770104,서울특별시 성동구 마장로 283,파리*******,베이커리10,베이커리,왕십리,2023,8.040308333,10.29691667,9.062041667,9.429583333,7.409041667,10.118025,12.96975,11.42129167,11.88708333,9.357625,38.6225,5.480833333,62.26666667,7.183333333,30.55833333,52.08333333,17.5,5,5,64.16666667,,2.041666667,179.325,200.975,11.125,0,제과점
718E770104,서울특별시 성동구 마장로 283,파리*******,베이커리10,베이커리,왕십리,2024,6.902691667,9.307275,8.503883333,8.98495,7.837425,9.705641667,13.092725,11.96278333,12.64005,11.02924167,39.11,5.6975,66.45,7.033333333,26.5,37.5,17.5,5,5,69.16666667,,2.666666667,156.7666667,183.4666667,11.94166667,0,제과점
718E77B3A8,서울특별시 성동구 무학로8길 31,정성**,,백반/가정식,왕십리,2023,3.899716667,6.711275,8.3336,22.10559167,11.59511667,3.54195,6.005391667,7.549733333,19.91940833,10.32988333,42.41916667,9.155833333,54.18333333,16.30833333,29.51666667,84.58333333,41.66666667,37.5,37.5,62.5,,,86.59166667,196.5083333,27.90833333,36.10833333,한식음식점
718E77B3A8,서울특별시 성동구 무학로8길 31,정성**,,백반/가정식,왕십리,2024,3.2615,7.376841667,9.130858333,21.35664167,15.58069167,2.4885,5.631491667,6.985808333,16.25169167,11.960975,42.7775,6.2725,54.98333333,18.55833333,26.46666667,69.16666667,41.66666667,37.5,37.5,62.5,,,96.075,225.1166667,19.19166667,28.41666667,한식음식점
71C2A58868,서울특별시 성동구 연무장길 39-21,요이****,,일식당,성수,2024,28.1748,8.0626,8.0626,0,0,35.4252,10.1374,10.1374,0,0,4,100,4.5,18.2,77.3,95,37.5,62.5,62.5,17.5,,,61.2,34.2,80.7,52.4,일식음식점
71C48EDE85,서울특별시 성동구 청계천로10가길 64-12,청계**,,카페,마장동,2023,11.396225,28.561475,17.0438,10.515,1.39345,5.153775,12.963525,7.6062,4.735,0.68155,35.7225,50.1075,18.45,45.125,36.45,95,67.5,43.75,50,82.5,,,41.625,45.4,74.75,0,커피-음료
71C48EDE85,서울특별시 성동구 청계천로10가길 64-12,청계**,,카페,마장동,2024,9.116391667,27.67009167,16.35549167,11.487475,2.25655,4.516941667,13.671575,8.094508333,5.679191667,1.11845,51.23416667,9.3875,14.65,50.05833333,35.275,85.625,62.5,37.5,37.5,82.5,1,,55.96666667,56.14166667,42.76666667,0,커피-음료
71CEE18F61,서울 성동구 성수이로 87.,예빈*,,식료품,성수,2023,10.69650833,7.320466667,4.896775,5.614508333,1.690508333,24.74515833,16.97953333,11.33655833,12.85215833,3.851158333,16.95,11.73583333,9,11.325,79.65,17.5,26.45833333,21.04166667,20,56.25,1,5.4,223.0833333,201.525,8.775,16.85,기타_식재료
